ghsa_stn|riv_basin|country|agency|state|agency_id|site_name|district|site_type1|agency_area|river|site_type2|agency_lat|agency_lon|basinShort|basinCode|hydrosh_pf|ghsa_locchk|ghsa_rivchk|ghsa_lmark|ghsa_lmark_lat|ghsa_lmark_lon|ghsa_lmark_dist|ghsa_reloc|ghsa_lat|ghsa_lon|ghsa_area|hydro_area|merit_lat|merit_lon|merit_area|disc_agency|disc_merit|ghsa_netchk|merit_netchk|qc1|qc2|qc3|qc4|qc5|qc6|ghsa_group
IN-mahi_somka|Mahi|IN|CWC|Rajasthan|CW1MHU000739|Somkamla Amba Dam|Dungarpur|FF|5376|Mahi/som|G|23.9783|74.0325|mahi|x10|PF12-4120954820|||GM, Som Kamla dam nearby|23.9783|74.0325|0|0.4416|23.98125|74.03541|5355.5|5365.3|23.97918|74.03168|5357.8|-0.4|0|||1|1|1|1|1|1|G1
IN-mahi_wanak|Mahi|IN|CWC|Gujarat|CW1MHL000523|Wanakbori|Kheda|FF|30665|Mahi|G|22.9475|73.4294|mahi|x10|PF12-4120985070|||GM, Wanakbori dam nearby|22.95017|73.42573|0.48|0.2431|22.94792|73.42707|30401.7|30472.2|22.94832|73.42832|30430.7|-0.9|-0.1|||1|1|1|1|1|1|G1
IN-megh_amarp|Meghna/Barak|IN|CWC|Tripura|CW1NAO000731|Amarpur|South Tripura|HO|970|Meghna/Gumti|GQ|23.5244|91.6514|megh|x2C|PF12-4120967720|because of HydroSHEDS DEM station in Minor basin||GM, Amrapur town nearby|23.51867|91.6556|0.77|0.1804|23.52291|91.6521|992.6|970.6|23.5242|91.65166|425.7|2.3|133.2|||1|1|1|0|1|1|G4
IN-megh_sona1|Meghna/Barak|IN|CWC|Tripura|CW1NAO000581|Sonamura|West Tripura|HO|2250|Meghna/Gumti|GDS|23.4719|91.2619|megh|x2C|PF12-4121523630|because of HydroSHEDS DEM station in Minor basin||GM, Sonamura town nearby|23.47555|91.26521|0.53|0.379|23.46877|91.26043|2230.6|2231|23.47249|91.26167|1643.6|-0.9|35.7|||1|1|1|0|1|1|G4
IN-megh_sona2|Meghna/Barak|IN|CWC|Tripura|CW1NAO001004|Sonamura-II|Sepahijala|HO|421|Gumti|GD|23.4847|92.3928|megh|x2C|PF12-4121523630|because of HydroSHEDS DEM station in Minor basin||GM, Sonamura town west|23.47752|91.26831|114.69|114.2163|23.47704|91.27292|2220.5|2222.8|23.47416|91.27084|1640.6|427.4|35.3|||1|1|1|0|1|1|G4
IN-megh_byrni|Meghna/Barak|IN|CWC|Meghalaya|CW1BRL001291|Byrnihat|Ri-Bhoi|HO|1037|Umtru|GQ|26.0403|91.8658|megh|x2C|PF12-4120891540|uncertain location; in Brahmaputra Basin||GM, Byrnihat town north|26.05051|91.86888|1.18|0.1582|26.0395|91.86449|1060.8|1062.1|26.04084|91.86583|1051.7|2.3|0.9|||1|1|1|0|1|1|G4
IN-megh_mynta|Meghna/Barak|IN|CWC|Meghalaya|CW1BRL001556|Myntangti- wieh|West Jaintia  Hills|HO|348|Myntangtiwieh|G|25.5781|92.5572|megh|x2C|PF12-4121495950|uncertain location, in Brahmaputra Basin||GM, Myntangtihwieh towwn north|25.58828|92.54827|1.44|0.1535|25.57704|92.55622|361.5|355.6|25.5775|92.5575|344.6|3.9|4.9|||1|1|1|0|1|1|G4
IN-megh_umroi|Meghna/Barak|IN|CWC|Meghalaya||Umroi|Rhi-Bhoi|HO|305|Umiem|GD|25.7106|91.9919|megh|x2C|PF12-4121492680|uncertain location; station in Brahmaputra Basin||GM, Nongrah Umroi town north west|25.71651|91.98101|1.27|0.173|25.71028|91.99359|306.6|306.3|25.71083|91.99251|284.9|0.5|7.6|||1|1|1|0|1|1|G4
IN-megh_amrag|Meghna/Barak|IN|CWC|Assam||Amraghat|Cachar||2349|Barak/Sonai|G|24.6681|92.8922|megh|x2C|PF12-4120932200|||GM, Amraghat town south east|24.605|92.95949|9.77|0.6886|24.66872|92.88542|3123.3|3127.7|24.66833|92.8925|3000.3|33|4.1|||1|1|1|1|1|1|G3
IN-megh_anipu|Meghna/Barak|IN|CWC|Assam|CW1BAR000585|Anipur|Karimganj|HO|539|Meghna/Singla|GD|24.5436|92.4331|megh|x2C|PF12-4120933770|||GM, Anipur town north west|24.54885|92.42688|0.86|1.5291|24.5479|92.41874||405.1|24.54503|92.42333|408.4|-1000000|-1000000||unreliable network|1|1|0|1|1|1|G4
IN-megh_annap|Meghna/Barak|IN|CWC|Assam|CW1BAR000377|Anna Purna Ghat|Cachar|HO|18721|Barak|GDSQ|24.8328|92.7917|megh|x2C|PF12-4120928930|||GM, Anna Purna Ghat nearby|24.83204|92.79281|0.14|0.3528|24.83539|92.79372|19136.8|19177.3|24.8325|92.7925|18976.3|2.2|0.8|||1|1|1|1|1|1|G1
IN-megh_badar|Meghna/Barak|IN|CWC|Assam|CW1BAR000579|Badar Pur Ghat|Karimganj|HO|24216|Barak|GDSQ|24.8753|92.5281|megh|x2C|PF12-4120927990|||GM, Badar Pur Ghat east|24.87159|92.57506|4.76|0.5929|24.87285|92.52288|25507.8|25559|24.875|92.52082|25167.2|5.3|1.4|||1|1|1|1|1|1|G1
IN-megh_baghm|Meghna/Barak|IN|CWC|Meghalaya|CW1KYN001552|Baghmara|South Garo Hills|HO|2206|Simsang|GD|23.1992|90.6439|megh|x2C|PF12-4120922780|also known as Someshwari||GM, Baghmara town north|25.19184|90.64003|221.57|221.7842|25.19375|90.64788|2266.4|2268.1|25.19668|90.6475|2283.2|2.7|-0.7|||1|1|1|1|1|1|G3
IN-megh_baira|Meghna/Barak|IN|CWC|Mizoram|CW1BAR000901|Bairabi|Kolasib|HO|3513|Tlawng|GDSQ|24.1797|92.5356|megh|x2C|PF12-4121512440|||GM, Bairabi town nearby|24.18446|92.537|0.55|0.1735|24.18125|92.5354|3521.3|3527.4|24.18166|92.53416|3510.5|0.2|0.3|||1|1|1|1|1|1|G1
IN-megh_balat|Meghna/Barak|IN|CWC|Meghalaya|CW1KYN001532|Balat|South west Khasi hilla|HO|4608|Umngi|GD|25.2242|91.3575|megh|x2C|PF12-4120921610|||GM, Balat town south east|25.19674|91.3767|3.61|0.1906|25.22297|91.35618|499.4|497.5|25.22425|91.35499|484.4|-89.2|3.1|||1|1|1|1|1|1|G3
IN-megh_borkh|Meghna/Barak|IN|CWC|Assam|CW1BAR000935|Borkhola|Cachar|HO|118|Jatinga|GD|24.9244|92.7536|megh|x2C|PF12-4120926750|||GM, Borkhola town nearby|24.92825|92.7462|0.86|0.311|24.92294|92.75623|403.8|404|24.92416|92.75334|380.5|242.2|6.1|||1|1|1|1|1|1|G3
IN-megh_chirp|Meghna/Barak|IN|CWC|Assam|CW1BAR000900|Chirpool|Cachar|HO|434|Chiri|GD|24.8061|93.0233|megh|x2C|PF12-4120930860|||GM, Chiri Pool landmark nearby|24.80493|93.02249|0.15|0.8026|24.80625|93.03125||432.4|24.80666|93.02334|433.8|-1000000|-1000000|unreliable network||1|0|1|1|1|1|G4
IN-megh_chota|Meghna/Barak|IN|CWC|Manipur|CW1BAR000273|Chotabekra|Imphal West|HO|13597|Barak|GQ|24.6722|93.1031|megh|x2C|PF12-4120933400|||GM, Chotobekra town north|24.68049|93.10731|1.02|0.129|24.67291|93.10209|13540|13565.6|24.67249|93.10332|13520.9|-0.4|0.1|||1|1|1|1|1|1|G1
IN-megh_dapch|Meghna/Barak|IN|CWC|Mizoram|CW1BAR000863|Dapchhuah|Mamit|HO|625|Tut|GDSQ|23.7692|92.5211|megh|x2C|PF12-4121519170|||GM, Dapchhuah town nearby|23.77084|92.51956|0.24|0.1905|23.7688|92.52292|627.8|626.5|23.76926|92.52166|624.3|0.4|0.6|||1|1|1|1|1|1|G1
IN-megh_darlu|Meghna/Barak|IN|CWC|Mizoram|CW1BAR001090|Darlung|Aizawal|HO|886|Tlawng|GD|23.525|92.6383|megh|x2C|PF12-4121522380|||GM, Darlung landmark nearby|23.52692|92.63583|0.33|0.265|23.52709|92.63955|788.4|786.5|23.525|92.63833|766.9|-11|2.8|||1|1|1|1|1|1|G2
IN-megh_dawki|Meghna/Barak|IN|CWC|Meghalaya|CW1KYN000786|Dawki|Jaintia Hills|HO|815|Meghna/Umngot|GDQ|25.1897|92.0228|megh|x2C|PF12-4121500790|||GM, Dawki town south|25.18473|92.02355|0.56|0.4067|25.1896|92.01876|823|823.6|25.19|92.01916|816.9|1|0.7|||1|1|1|1|1|1|G1
IN-megh_dhola|Meghna/Barak|IN|CWC|Assam|CW1BAR000705|Dholai|Cachar|HO|562|Barak/Rukni|GDSQ|24.5939|92.8453|megh|x2C|PF12-4120934660|||GM, Dholai school nearby|24.5928|92.84532|0.12|3.4044|24.62285|92.85626||917.1|24.62416|92.86915|51.1|-1000000|-1000000||unreliable network|1|1|0|1|1|1|G4
IN-megh_dimap|Meghna/Barak|IN|CWC|Meghalaya|CW1KYN000505|Dimapara|South Garo Hills|HO|368|Meghna/Bugi|GDQ|25.2308|90.25|megh|x2C|PF12-4120918620|||GM, Dimapara town west|25.23051|90.24635|0.37|0.5466|25.23536|90.24797|400.7|393.5|25.23083|90.24916|384.6|8.9|4.2|||1|1|1|1|1|1|G1
IN-megh_fakir|Meghna/Barak|IN|CWC|Assam|CW1BAR000589|Fakirabazar|Karimganj|HO|1108|Kushiyara/Longai|GDQ|24.8608|92.2903|megh|x2C|PF12-4120928750|||GM, Fakira Bazar town north|24.86388|92.28896|0.37|0.1003|24.86166|92.29||0.2|24.86166|92.29|2109.2|-1000000|-1000000|unreliable network||1|0|1|1|1|1|G4
IN-megh_fuler|Meghna/Barak|IN|CWC|Assam|CW1BAR000706|Fulertal|Cachar|HO|14450|Barak|GDSQ|24.7886|93.0189|megh|x2C|PF12-4120932070|||GM, Fulertal town north east|24.79631|93.02795|1.25|0.1074|24.78956|93.01878|15161.9|15191.5|24.78916|93.02|14711.6|4.9|3.1|||1|1|1|1|1|1|G1
IN-megh_gajar|Meghna/Barak|IN|CWC|Tripura|CW1NAO000597|Gajaria|West Tripura|HO|412|Meghna/Burima|GD|23.6494|91.2308|megh|x2C|PF12-4121519800||on Bijoy river|GM, Gajaria town north west|23.65403|91.22737|0.62|1.2184|23.66035|91.23124|405|403.5|23.64916|91.23083|401.3|-1.7|0.9|||1|1|1|1|1|1|G1
IN-megh_gharm|Meghna/Barak|IN|CWC|Assam|CW1BAR000435|Gharmura|Hailakandi|HO|5698|Barak/Dhaleswari|GQ|24.3667|92.5489|megh|x2C|PF12-4120942540|||GM, Gharmura town south|24.27673|92.52172|10.38|0.2633|24.36453|92.54786|3790.4|3798.1|24.36667|92.54834|3772.5|-33.5|0.5|||1|1|1|1|1|1|G3
IN-megh_gumra|Meghna/Barak|IN|CWC|Assam|CW1BAR000596|Gumrabazar|Cachar|HO|2800|Meghna/Su rma/Gumra|GDQ|25.9772|92.5183|megh|x2C|PF12-4120926370|||GM, Gumra Bazar town south|24.97943|92.51979|110.95|110.2865|24.98537|92.51875|84.2|81.5|24.98416|92.51834|78.4|-97|7.4|||1|1|1|1|1|1|G3
IN-megh_haora|Meghna/Barak|IN|CWC|Tripura|CW1NAO000598|Haora|West Tripura|HO|414|Meghna/Haora|GDS|23.8261|91.2728|megh|x2C|PF12-4120958470|||no landmark found||||0.5696|23.83122|91.27299|438.2|437.5|23.82582|91.27251|292.2|5.8|50|||1|1|1|1|0|1|G4
IN-megh_haran|Meghna/Barak|IN|CWC|Assam|CW1BAR000727|Harangajao|Dima Hasao|HO|156|Barak/Jatin ga|GQ|25.1161|92.8531|megh|x2C|PF12-4121501900|||GM, Harangajao town nearby|25.11737|92.8565|0.37|0.359|25.11457|92.85624|115.5|113.3|25.115|92.85334|105.5|-26|9.5|||1|1|1|1|1|1|G3
IN-megh_jalal|Meghna/Barak|IN|CWC|Assam|CW1BAR001553|Jalalpur|Cachar|HO|66|Boleswar|G|25.0033|92.4578|megh|x2C|PF12-4121503420||on Bali Chara river|GM, Jalalpur town nearby|25.00328|92.45419|0.36|2.1814|25.00752|92.43666||4.3|25.00752|92.43666|72.3|-1000000|-1000000|unreliable network|unreliable network|0|0|0|1|1|0|G4
IN-megh_jirib|Meghna/Barak|IN|CWC|Manipur|CW1BAR001555|Jiribam|Jiribam|HO|940|Jiri/Barak/Meg hna|GD|24.8033|93.1106|megh|x2C|PF12-4120933250|||GM, Jiribam town nearby|24.80663|93.11283|0.43|0.1457|24.802|93.11042|919.8|919.5|24.80339|93.11083|927.5|-2.1|-0.8|||1|1|1|1|1|1|G1
IN-megh_kadam|Meghna/Barak|IN|CWC|Tripura|CW1BAR001165|Kadamtala|North Tripura|HO|80|Talgang|GDSQ|24.5031|92.2175|megh|x2C|PF12-4120938260|||GM, Kadamtala town south|24.4697|92.20207|4.03|0.3154|24.50206|92.2146||116|24.50334|92.21415|111.7|-1000000|-1000000||unreliable network|0|1|0|1|1|1|G4
IN-megh_kaila|Meghna/Barak|IN|CWC|Tripura|CW1NAO000842|Kailashahar|Unakoti|HO|2228|Manu|GDSQ|24.3164|93.9931|megh|x2C|PF12-4121511170|uncertain location; station in Minor Basin||GM, Kailashahar town west|24.32148|91.99812|202.15|202.5894|24.31856|91.99377|2157.7|2160.5|24.32|91.99499|2097.5|-3.2|2.9|||1|1|1|0|1|1|G4
IN-megh_kalai|Meghna/Barak|IN|CWC|Assam|CW1BAR001171|Kalain|Cachar|HO|128|Kakrakhal|GDSQ|24.5358|92.9694|megh|x2C|PF12-4121508580|||no landmark found||||1.5994|24.54376|92.95623|1982.6|1984.8|24.54502|92.96|1970.4|1448.9|0.6|||1|1|1|1|0|1|G4
IN-megh_kalig|Meghna/Barak|IN|CWC|Assam|CW1BAR001011|Kaliganj|Karimganj|HO|980|Kakra|G|24.7828|92.4106|megh|x2C|PF12-4120928810|||GM, Kaliganj town nearby|24.78604|92.41201|0.39|0.063|24.78333|92.41082||0.2|24.78333|92.41082|2.1|-1000000|-1000000|unreliable network|unreliable network|1|0|0|1|1|1|G4
IN-megh_kamal|Meghna/Barak|IN|CWC|Tripura|CW1NAO000587|Kamalpur|North Tripura|HO|673|Meghna/Dhalai|GDS|24.1933|91.8358|megh|x2C|PF12-4120945630|||GM, Kamalpur town nearby|24.19501|91.83254|0.38|1.0219|24.19795|91.82711|584.2|584.3|24.19251|91.83584|556.8|-13.2|4.9|||1|1|1|1|1|1|G2
IN-megh_karim|Meghna/Barak|IN|CWC|Assam|CW1BAR000729|Karimganj|Karimganj|HO/FF|136|Kushiyara|GQ|24.8761|92.3619|megh|x2C|PF12-4120928640|||GM, Karimganj town nearby|24.86856|92.35862|0.9|0.0671|24.87584|92.3625||0.8|24.87584|92.3625|25316.6|-1000000|-1000000|unreliable network|unreliable network|1|0|0|1|1|1|G4
IN-megh_katig|Meghna/Barak|IN|CWC|Assam|CW1BAR000936|Katigora|Cachar|HO|4712|Katakhal|GDSQ|24.8161|92.6497|megh|x2C|PF12-4120929740|||GM, Katigora CWC site nearby|24.81664|92.64941|0.07|0.2481|24.81458|92.6479|4648.4|4658.1|24.81584|92.65|4579.8|-1.3|1.5|||1|1|1|1|1|1|G1
IN-megh_khark|Meghna/Barak|IN|CWC|Meghalaya|CW1KYN000519|Kharkhana|West Jaintia Hills|HO|548|Myntdu/Meghna|GDSQ|25.1583|92.2144|megh|x2C|PF12-4120919870||on Shari Goyain river|GM, Kharkhana town south east|25.15492|92.21856|0.56|0.2288|25.15625|92.2146|532|531.8|25.15833|92.21416|537.1|-2.9|-0.9|||1|1|1|1|1|1|G1
IN-megh_khowa|Meghna/Barak|IN|CWC|Tripura|CW1NAO000591|Khowai|West Tripura|HO|1310|Meghna/Khowai|GDS|24.0625|91.5986|megh|x2C|PF12-4120950480|||GM, Khowai town nearby|24.0705|91.60441|1.07|0.2177|24.06436|91.59793|1157.3|1157.8|24.0625|91.59749|1067.3|-11.7|8.4|||1|1|1|1|1|1|G2
IN-megh_kumar|Meghna/Barak|IN|CWC|Tripura|CW1NAO000703|Kumarghat|North Tripura|HO|1989|Meghna/Manu|GD|24.1753|92.0236|megh|x2C|PF12-4121512130|||GM, Kumarghat town nearby|24.16248|92.03086|1.6|0.2089|24.17707|92.02291|1940.7|1942.6|24.17584|92.0225|1944.6|-2.4|-0.2|||1|1|1|1|1|1|G1
IN-megh_lalax|Meghna/Barak|IN|CWC|Assam|CW1BAR000994|Lala|Hailakandi|HO|4475|Katakhal|GDSQ|24.6072|92.6128|megh|x2C|PF12-4120929740|||GM, Lala town south|24.56126|92.60049|5.26|0.2095|24.60622|92.61457|4539.1|4547.1|24.60749|92.61334|4501.2|1.4|0.8|||1|1|1|1|1|1|G1
IN-megh_manug|Meghna/Barak|IN|CWC|Tripura|CW1NAO000732|Manughat|Dholai|HO|1672|Meghna/Manu|GQ|23.9903|91.9928|megh|x2C|PF12-4121515520|||GM, Manu town north|23.99776|91.99265|0.83|0.132|23.98948|91.99374|629.6|624.2|23.99|91.99248|619.9|-62.3|1.6|||1|1|1|1|1|1|G3
IN-megh_matij|Meghna/Barak|IN|CWC|Assam|CW1BAR000707|Matijuri|Hailakandi|HO|7770|Barak/Katakhal/Dhaleshwar i|GDSQ|24.6481|92.6114|megh|x2C|PF12-4120929740|||GM, Matijuri town nearby|24.65133|92.60646|0.62|0.5833|24.64371|92.61456|4571.9|4573.8|24.64917|92.6125|4511.9|-41.2|1.3|||1|1|1|1|1|1|G3
IN-megh_monie|Meghna/Barak|IN|CWC|Assam|CW1BAR000580|Monierkhal|Cachar|HO|2004|Meghna Sonai|GD|24.5831|92.9564|megh|x2C|PF12-4121508580|||GM, Monierkhal town west|24.57941|92.95018|0.75|0.2583|24.58542|92.95628|2008.9|2006.8|24.58334|92.95667|1991.9|0.2|0.9|||1|1|1|1|1|1|G1
IN-megh_muham|Meghna/Barak|IN|CWC|Assam|CW1BAR000995|Muhammadpur|Hailakandi|HO|3941|Katakhal|G|24.5158|92.6103|megh|x2C|PF12-4120938620|||GM, Mahamadpur town west|24.52016|92.6068|0.6|0.1372|24.51457|92.61041|4281.3|4291.3|24.51583|92.61083|4248.8|8.6|0.8|||1|1|1|1|1|1|G1
IN-megh_neair|Meghna/Barak|IN|CWC|Assam|CW1BAR001138|Neairgram|Cachar|HO|17558|Barak|GD|24.7525|92.8422|megh|x2C|PF12-4120930070|||GM, Neairgram town north|24.77804|92.84054|2.84|0.4461|24.75626|92.84374|18633.9|18668.9|24.7525|92.84333|18519.4|6.1|0.6|||1|1|1|1|1|1|G1
IN-megh_nongs|Meghna/Barak|IN|CWC|Meghalaya|CW1KYN001533|Nongstoin-|West Khasi Hills|HO|399|Kynshi|G|25.4767|91.3156|megh|x2C|PF12-4120910800|||GM, Nongstoin town north west|25.52081|91.26332|7.18|0.1139|25.47711|91.31456|397.1|393.3|25.47666|91.31583|394.6|-0.5|0.6|||1|1|1|1|1|1|G1
IN-megh_nutan|Meghna/Barak|IN|CWC|Tripura|CW1BAR000583|Nutanbazar|North Tripura|HO|256|Meghna/Juri|GD|24.4186|92.1706|megh|x2C|PF12-4121510470|||GM, Nutan Bazar business south west|24.4098|92.17889|1.29|1.3947|24.42708|92.16045||82.7|24.41749|92.1625|306.9|-1000000|-1000000||unreliable network|1|1|0|1|1|1|G4
IN-megh_patha|Meghna/Barak|IN|CWC|Assam|CW1BAR001169|Patharkandi|Karimganj|HO|856|Longai|GDSQ|24.5778|92.3136|megh|x2C|PF12-4121508410|||GM, Patharkandi town north|24.60607|92.31799|3.17|0.6274|24.57295|92.31043|886.7|886.1|24.57833|92.31415|850.9|3.6|4.2|||1|1|1|1|1|1|G1
IN-megh_phuib|Meghna/Barak|IN|CWC|Mizoram|CW1BAR000987|Phuibuang Bridge/  Tuivai|Aizawal|HO|3296|Tuivai|GDS|23.8469|93.1294|megh|x2C|PF12-4121516770|||GM, Phuaibuang town north and station by a bridge|23.92197|93.12306|8.37|0.2142|23.8479|93.1312|3307.4|3312.2|23.84751|93.12916|3287.9|0.3|0.6|||1|1|1|1|1|1|G1
IN-megh_ranik|Meghna/Barak|IN|CWC|Meghalaya|CW1KYN001534|Ranikor|South west Khasi hills|HO|492|Kynshi|G|25.2192|91.2453|megh|x2C|PF12-4121501420||on Phod Ronikor river|GM, Ranikor town nearby|25.22261|91.24049|0.61|0.166|25.21874|91.24373|2469|2471.8|25.21916|91.24501|2466.8|401.8|0.1|||1|1|1|1|1|0|G4
IN-megh_reiek|Meghna/Barak|IN|CWC|Mizoram|CW1BAR000872|Reiek kai|Mamit|HO|1045|Tlawng|GD|23.7128|92.6636|megh|x2C|PF12-4121519810|||GM, Reiek Kai bridge nearby|23.71211|92.66405|0.09|0.587|23.71039|92.66873|1060.6|1056.8|23.71333|92.66333|1033.6|1.5|2.6|||1|1|1|1|1|1|G1
IN-megh_risia|Meghna/Barak|IN|CWC|Meghalaya|CW1KYN001535|Risiang|West Khasi Hills|HO|46|Rishiang|G|25.5081|91.1961|megh|x2C|PF12-4120914460||unable to verify|GM, Risiang town north west|25.52181|91.16307|3.65|0.3122|25.50624|91.19377|47.9|47.5|25.5075|91.19582|55.8|4.1|-14.2|||0|1|1|1|1|0|G4
IN-megh_rymba|Meghna/Barak|IN|CWC|Meghalaya|CW1KYN001536|Rymbai|East Jaintia Hills|HO|50|Kalipai|GD|25.325|91.3167|megh|x2C|PF12-4120916720|||no landmark found||||0.938|25.31876|91.31042|210|207.9|25.32166|91.30999|201.4|320|4.3|||0|1|1|1|0|1|G4
IN-megh_saikh|Meghna/Barak|IN|CWC|Mizoram|CW1BAR001164|Saikhwthlir|Mamit|HO|639|Terei|GD|24.1567|92.5133|megh|x2C|PF12-4120949430|||GM, Saikhawthlir town west|24.14506|92.48692|2.97|1.1395|24.15625|92.50208|636|632.6|24.15587|92.50247|634.9|-0.5|0.2|||1|1|1|1|1|1|G1
IN-megh_saiph|Meghna/Barak|IN|CWC|Mizoram|CW1BAR001163|Saiphai|Kolasib|HO|932|Serlui|GD|24.3775|92.7825|megh|x2C|PF12-4121509810|||GM, Saiphai town north|24.40553|92.79615|3.41|0.1364|24.37698|92.78128|524.1|522.3|24.3775|92.7825|530.8|-43.8|-1.3|||1|1|1|1|1|1|G3
IN-megh_sairo|Meghna/Barak|IN|CWC|Mizoram|CW1BAR000734|Sairong|Aizawl|HO|797|Meghna/Dhaleswari|GD|23.8119|92.65|megh|x2C|PF12-4121517910||on Tlwang river|GM, Sairang town nearby|23.80977|92.65451|0.52|0.2746|23.81036|92.64789|1234.8|1234.8|23.81168|92.65001|1226.1|54.9|0.7|||1|1|1|1|1|0|G4
IN-megh_shell|Meghna/Barak|IN|CWC|Meghalaya|CW1KYN001540|Shella|East Khasi Hills|HO|2438|Umiew|GDSQ|25.1956|91.6353|megh|x2C|PF12-4120922680|on Wah Umium river||GM, Shella town south|25.18134|91.63902|1.63|0.256|25.1979|91.63541|471.1|471.3|25.19584|91.635|486.8|-80.7|-3.2|||1|1|1|1|1|1|G3
IN-megh_sibap|Meghna/Barak|IN|CWC|Assam|CW1BAR000942|Sibapur|Cachar|HO|15277|Barak|GD|24.7844|95.9075|megh|x2C|PF12-4120932070|uncertain location; CWC station outside of India||GM, Sibpur town west|24.77617|92.90677|302.94|302.9931|24.77699|92.90621|15338.6|15351.3|24.77585|92.90333|15248.7|0.4|0.6|||1|1|1|0|1|1|G4
IN-megh_sibba|Meghna/Barak|IN|CWC|Meghalaya|CW1KYN000504|Sibbari|South Garo Hills|HO|340|Meghna/Dareng|GDQ|25.1783|90.5078|megh|x2C|PF12-4121501620||unable to verify|GM, Sibbari town south|25.17503|90.50678|0.38|0.2045|25.17709|90.50627|364.7|360|25.17833|90.50833|342.4|7.3|6.5|||1|1|1|1|1|0|G4
IN-megh_sonap|Meghna/Barak|IN|CWC|Meghalaya|CW1BAR001537|Sonapur|East Jaintia Hills|HO|645|Lubha|GDS|25.1078|91.3614|megh|x2C|PF12-4120922890|uncertain location; CWC station outside of India||GM, Sonapur town east|25.10519|92.3641|100.96|100.5861|25.10622|92.36038|655.4|652.4|25.10834|92.36167|644.6|1.6|1.7|||1|1|1|0|1|1|G4
IN-megh_therr|Meghna/Barak|IN|CWC|Meghalaya|CW1KYN000520|Therriaghat|East Khasi Hills|HO|315|Meghna/Umsohryng kew|GDQ|25.18|91.7678|megh|x2C|PF12-4120921410||on Wahrew river|GM, Tharia town north|25.19529|91.7632|1.76|0.7565|25.18125|91.76041|341.3|340|25.18167|91.76418|319.1|8.3|7|||1|1|1|1|1|0|G4
IN-megh_tlawn|Meghna/Barak|IN|CWC|Mizoram|CW1BAR000860|Tlawng HEP|Aizawal|HO|948|Tlawng|GDS|23.6269|92.6667|megh|x2C|PF12-4121519810|||no landmark found||||0.207|23.6271|92.66872|956.9|957.5|23.62668|92.66668|936.3|0.9|2.2|||1|1|1|1|1|1|G1
IN-megh_tuir1|Meghna/Barak|IN|CWC|Mizoram|CW1BAR000892|Tuirial|Aizawal|HO|947|Tuirial|GD|23.85|92.83|megh|x2C|PF12-4120957360|||GM, Tuirial campsite nearby|23.85346|92.83114|0.4|0.2668|23.85211|92.83125|950.8|951.2|23.85085|92.82919|947.5|0.4|0.3|||1|1|1|1|1|1|G1
IN-megh_tuir2|Meghna/Barak|IN|CWC|Mizoram|CW1BAR000730|Tuirial|Aizawl|HO|401|Meghna/Tuirial|GD|23.7194|92.7997|megh|x2C|PF12-4121519740|||GM, Tuirial town nearby|23.72037|92.79897|0.13|0.4497|23.72283|92.80204|415.7|416.6|23.71999|92.8|415|3.7|0.2|||1|1|1|1|1|1|G1
IN-megh_tuiva|Meghna/Barak|IN|CWC|Mizoram|CW1BAR000982|Tuivawl|Aizawal|HO|403|Tuivawl|GDS|23.78|93.0228|megh|x2C|PF12-4121518760|||GM, Tuivawl bridge south|23.68817|93.02755|10.22|0.1593|23.78143|93.0229|447.9|443.9|23.7801|93.02333|432.4|11.1|3.6|||1|1|1|1|1|1|G2
IN-megh_tular|Meghna/Barak|IN|CWC|Assam|CW1BAR000862|Tulargram|Cachar|HO|2161|Sonai|GDSQ|24.7119|92.8839|megh|x2C|PF12-4120932200|||GM, Tulargram town north|24.72226|92.87862|1.27|0.3366|24.71458|92.88545|3146.9|3149.3|24.7125|92.88417|3006.2|45.6|4.7|||1|1|1|1|1|1|G3
IN-megh_udhar|Meghna/Barak|IN|CWC|Assam|CW1BAR000939|Udharbond|Cachar|HO|160|Madhura|GDSQ|24.9028|92.9139|megh|x2C|PF12-4120929870|||GM, Udarbond town south east|24.88305|92.88195|3.9|0.108|24.90205|92.91458|95.1|92.6|24.90252|92.9125|90.7|-40.6|4.9|||1|1|1|1|1|1|G3
IN-megh_umkia|Meghna/Barak|IN|CWC|Meghalaya|CW1BAR001538|Umkiang|East Jaintia Hills|HO|39|Umkiang|GD|25.0617|91.3844|megh|x2C|PF12-4120922890|uncertain location; CWC station outside of India||GM, Umkiang town east|25.06043|92.38536|100.82|97.455|25.06043|92.35192|54.2|50.9|25.05999|92.35001|52.1|39|4|||0|1|1|0|1|1|G4
IN-mino_archu|Minor|IN|CWC|Mizoram|CW1MAN001099|Archung|Lawgtlai|HO|4518|Kolodyne|GD|22.6492|93.1094|mino|x20|PF12-4120988560||on Boinu river|GM, Archhuang town south west|22.63391|93.07804|3.64|0.1767|22.6479|93.11039|4607|4615.7|22.64917|93.10999|4615.3|2|-0.2|||1|1|1|1|1|1|G1
IN-mino_belon|Minor|IN|CWC|Tripura|CW1MHO000584|Belonia|South Tripura|HO|576|Muhari|GD|23.2589|91.4661|mino|x20|PF12-4120979120|||GM, Belonia town nearby|23.25471|91.4631|0.56|0.3264|23.26044|91.46882|643.3|640.8|23.25917|91.46664|649.5|11.7|-1|||1|1|1|1|1|1|G2
